"IdVenta";"Metier";"Puerto.venta";"Trimestre";"Especie.comercial.Gen";"Especie.comercial";"Especie.comercial.ALFA3";"Especie.muestreada";"Especie.muestreada.ALFA3";"Peso";"TripSamp"
535395;"GNS_DEF_60-79_0_0";"Pasaia";2;"Lenguado";"Lenguado";"SOL";"Lenguado";"SOL";0,42;1
535395;"GNS_DEF_60-79_0_0";"Pasaia";2;"Rapes Lophius";"Rape blanco";"MON";"Rape blanco";"MON";18,48;1
535395;"GNS_DEF_60-79_0_0";"Pasaia";2;"Rascacios, Cabrachos (Scorpaena spp.)";"Rascacio";"BBS";"Rascacio";"BBS";3,4;1
535395;"GNS_DEF_60-79_0_0";"Pasaia";2;"Salmonete de roca";"Salmonete de roca";"MUR";"Salmonete de roca";"MUR";8,52;1
535395;"GNS_DEF_60-79_0_0";"Pasaia";2;"Salvario - Escorpion - Escarapote - Araña";"Salvario - Escorpion - Escarapote - Araña";"WEG";"Salvario - Escorpion - Escarapote - Araña";"WEG";3,7;1
535395;"GNS_DEF_60-79_0_0";"Pasaia";2;"Verrugato de fango";"Verrugato de fango";"UCA";"Verrugato de fango";"UCA";1,9;1
535396;"GNS_DEF_60-79_0_0";"Pasaia";2;"Herrera";"Herrera";"SSB";"Herrera";"SSB";0,75;1
535396;"GNS_DEF_60-79_0_0";"Pasaia";2;"Lenguado";"Lenguado";"SOL";"Lenguado";"SOL";3,885;1
535398;"PS_SPF_0_0_0";"Pasaia";2;"Sardina";"Sardina";"PIL";"Sardina";"PIL";8863,5;1
535417;"GNS_DEF_60-79_0_0";"Lekeitio";2;"Escorpora - obispo";"Escorpora - obispo";"SNQ";"Escorpora - obispo";"SNQ";1,22392638;1
535417;"GNS_DEF_60-79_0_0";"Lekeitio";2;"Rapes Lophius";"Rape blanco";"MON";"Rape blanco";"MON";42;1
535417;"GNS_DEF_60-79_0_0";"Lekeitio";2;"Rascacios, Cabrachos (Scorpaena spp.)";"Cabracho";"RSE";"Cabracho";"RSE";5,04601227;1
535417;"GNS_DEF_60-79_0_0";"Lekeitio";2;"Rascacios, Cabrachos (Scorpaena spp.)";"Rascacio";"BBS";"Rascacio";"BBS";28,73006135;1
535418;"PS_SPF_0_0_0";"Ondarroa";2;"Oblada - colanegra - Buzten Baltza";"Oblada - colanegra - Buzten Baltza";"SBS";"Oblada - colanegra - Buzten Baltza";"SBS";1774,5;1
535418;"PS_SPF_0_0_0";"Ondarroa";2;"Salema - salpa";"Salema - salpa";"SLM";"Salema - salpa";"SLM";282;1
535418;"PS_SPF_0_0_0";"Ondarroa";2;"Sargo";"Sargo";"SWA";"Sargo";"SWA";10,559982558;1
535418;"PS_SPF_0_0_0";"Ondarroa";2;"Sargo picudo";"Sargo picudo";"SHR";"Sargo picudo";"SHR";0,413907056;1
535419;"PS_SPF_0_0_0";"Ondarroa";2;"Oblada - colanegra - Buzten Baltza";"Oblada - colanegra - Buzten Baltza";"SBS";"Oblada - colanegra - Buzten Baltza";"SBS";2029,4;1
535430;"PS_SPF_0_0_0";"Ondarroa";2;"Bonito Atlantico";"Bonito Atlantico";"BON";"Bonito Atlantico";"BON";9;1
535430;"PS_SPF_0_0_0";"Ondarroa";2;"Chicharro Blanco";"Chicharro Blanco";"HMM";"Chicharro Blanco";"HMM";140;1
535430;"PS_SPF_0_0_0";"Ondarroa";2;"Oblada - colanegra - Buzten Baltza";"Oblada - colanegra - Buzten Baltza";"SBS";"Oblada - colanegra - Buzten Baltza";"SBS";141,3;1
535430;"PS_SPF_0_0_0";"Ondarroa";2;"Salema - salpa";"Salema - salpa";"SLM";"Salema - salpa";"SLM";4937;1
535430;"PS_SPF_0_0_0";"Ondarroa";2;"Sardina";"Sardina";"PIL";"Sardina";"PIL";814;1
535430;"PS_SPF_0_0_0";"Ondarroa";2;"Sargo";"Sargo";"SWA";"Sargo";"SWA";20,930732251;1
535432;"PS_SPF_0_0_0";"Ondarroa";2;"Chicharro Blanco";"Chicharro Blanco";"HMM";"Chicharro Blanco";"HMM";1047,5;1
535432;"PS_SPF_0_0_0";"Ondarroa";2;"Oblada - colanegra - Buzten Baltza";"Oblada - colanegra - Buzten Baltza";"SBS";"Oblada - colanegra - Buzten Baltza";"SBS";234,4;1
535432;"PS_SPF_0_0_0";"Ondarroa";2;"Sardina";"Sardina";"PIL";"Sardina";"PIL";1461,6;1
535448;"GNS_DEF_60-79_0_0";"Lekeitio";2;"Breca";"Breca";"PAC";"Breca";"PAC";3,2;1
535448;"GNS_DEF_60-79_0_0";"Lekeitio";2;"Cabrilla";"Cabrilla";"CBR";"Cabrilla";"CBR";1,584589379;1
535448;"GNS_DEF_60-79_0_0";"Lekeitio";2;"Chicharro Negro";"Chicharro Negro";"HOM";"Chicharro Negro";"HOM";1,6;1
535448;"GNS_DEF_60-79_0_0";"Lekeitio";2;"Escorpora - obispo";"Escorpora - obispo";"SNQ";"Escorpora - obispo";"SNQ";0,3;1
535448;"GNS_DEF_60-79_0_0";"Lekeitio";2;"Fanecas spp";"Faneca comun";"BIB";"Faneca comun";"BIB";2,75;1
535448;"GNS_DEF_60-79_0_0";"Lekeitio";2;"Maragota - durdo";"Maragota - durdo";"USB";"Maragota - durdo";"USB";0,9;1
535448;"GNS_DEF_60-79_0_0";"Lekeitio";2;"Merluza europea";"Merluza europea";"HKE";"Merluza europea";"HKE";2,755;1
535448;"GNS_DEF_60-79_0_0";"Lekeitio";2;"Rapes Lophius";"Rape blanco";"MON";"Rape blanco";"MON";20,4;1
535448;"GNS_DEF_60-79_0_0";"Lekeitio";2;"Rascacios, Cabrachos (Scorpaena spp.)";"Cabracho";"RSE";"Cabracho";"RSE";1,243897633;1
535448;"GNS_DEF_60-79_0_0";"Lekeitio";2;"Rascacios, Cabrachos (Scorpaena spp.)";"Rascacio";"BBS";"Rascacio";"BBS";2,106316557;1
535448;"GNS_DEF_60-79_0_0";"Lekeitio";2;"Salmonete de roca";"Salmonete de roca";"MUR";"Salmonete de roca";"MUR";7,602437432;1
535450;"GNS_DEF_60-79_0_0";"Lekeitio";2;"Bonito Atlantico";"Bonito Atlantico";"BON";"Bonito Atlantico";"BON";7,42790267;1
535450;"GNS_DEF_60-79_0_0";"Lekeitio";2;"Cabrilla";"Cabrilla";"CBR";"Cabrilla";"CBR";0,8;1
535450;"GNS_DEF_60-79_0_0";"Lekeitio";2;"Chicharro Negro";"Chicharro Negro";"HOM";"Chicharro Negro";"HOM";1;1
535450;"GNS_DEF_60-79_0_0";"Lekeitio";2;"Merluza europea";"Merluza europea";"HKE";"Merluza europea";"HKE";3,0856;1
535450;"GNS_DEF_60-79_0_0";"Lekeitio";2;"Rapes Lophius";"Rape blanco";"MON";"Rape blanco";"MON";18;1
535450;"GNS_DEF_60-79_0_0";"Lekeitio";2;"Rascacios, Cabrachos (Scorpaena spp.)";"Rascacio";"BBS";"Rascacio";"BBS";1,132000619;1
535450;"GNS_DEF_60-79_0_0";"Lekeitio";2;"Sepias y chocos";"Sepia comun";"CTC";"Sepia comun";"CTC";1,342841919;1
535482;"OTB_DEF_>=70_0_0";"Ondarroa";2;"Brotola de fango (Phycis blennoides)";"Brotola de fango (Phycis blennoides)";"GFB";"Brotola de fango (Phycis blennoides)";"GFB";6,6;1
535482;"OTB_DEF_>=70_0_0";"Ondarroa";2;"Chicharro Negro";"Chicharro Negro";"HOM";"Chicharro Negro";"HOM";2100,25598818;1
535482;"OTB_DEF_>=70_0_0";"Ondarroa";2;"Cinta";"Cinta";"CBC";"Cinta";"CBC";8;1
535482;"OTB_DEF_>=70_0_0";"Ondarroa";2;"Fanecas spp";"Faneca comun";"BIB";"Faneca comun";"BIB";73,7;1
535482;"OTB_DEF_>=70_0_0";"Ondarroa";2;"Fanecas spp";"Faneca comun";"GAD";"Faneca comun";"BIB";122,65;1
535482;"OTB_DEF_>=70_0_0";"Ondarroa";2;"Fanecas spp";"Fanecas spp";"GAD";"Faneca comun";"BIB";183,7;1
535482;"OTB_DEF_>=70_0_0";"Ondarroa";2;"Gallos - ollarra";"Gallos - ollarra";"LEZ";"Gallo boscii";"LDB";112,071760328;1
535482;"OTB_DEF_>=70_0_0";"Ondarroa";2;"Gallos - ollarra";"Gallos - ollarra";"LEZ";"Gallo whiffiagonis";"MEG";1746,1082396;1
535482;"OTB_DEF_>=70_0_0";"Ondarroa";2;"Merluza europea";"Merluza europea";"HKE";"Merluza europea";"HKE";1856,375496863;1
535482;"OTB_DEF_>=70_0_0";"Ondarroa";2;"Pez de San Pedro";"Pez de San Pedro";"JOD";"Pez de San Pedro";"JOD";34,222730812;1
535482;"OTB_DEF_>=70_0_0";"Ondarroa";2;"Pintarroja";"Pintarroja";"SYC";"Pintarroja";"SYC";681,5;1
535482;"OTB_DEF_>=70_0_0";"Ondarroa";2;"Potas Ommastrephidae nep";"Potas Ommastrephidae nep";"OMM";"Pota costera";"TDQ";154,3198529;1
535482;"OTB_DEF_>=70_0_0";"Ondarroa";2;"Potas Ommastrephidae nep";"Potas Ommastrephidae nep";"OMM";"Pota voladora";"SQM";420,6801471;1
535482;"OTB_DEF_>=70_0_0";"Ondarroa";2;"Rapes Lophius";"Rape blanco";"MON";"Rape blanco";"MON";104,576949414;1
535482;"OTB_DEF_>=70_0_0";"Ondarroa";2;"Rapes Lophius";"Rape negro";"ANK";"Rape negro";"ANK";1243,426151205;1
535482;"OTB_DEF_>=70_0_0";"Ondarroa";2;"Rayas spp";"Raya santiaguesa";"RJN";"Raya santiaguesa";"RJN";252;1
535482;"OTB_DEF_>=70_0_0";"Ondarroa";2;"Salmonete de roca";"Salmonete de roca";"MUR";"Salmonete de roca";"MUR";177;1
535482;"OTB_DEF_>=70_0_0";"Ondarroa";2;"Sepias y chocos";"Sepia comun";"CTC";"Sepia comun";"CTC";3,600510677;1
535482;"OTB_DEF_>=70_0_0";"Ondarroa";2;"Soleidos";"Soldadito";"MKG";"Soldadito";"MKG";111,5;1
535482;"OTB_DEF_>=70_0_0";"Ondarroa";2;"Triglidos";"Triglidos";"GUX";"Bejel";"GUU";47,149626831;1
535482;"OTB_DEF_>=70_0_0";"Ondarroa";2;"Triglidos";"Triglidos";"GUX";"Perlon";"GUG";147,5;1
535482;"OTB_DEF_>=70_0_0";"Ondarroa";2;"Verdel - Caballa";"Verdel - Caballa";"MAC";"Verdel - Caballa";"MAC";1513,5;1
535519;"GNS_DEF_60-79_0_0";"Pasaia";2;"Breca";"Breca";"PAC";"Breca";"PAC";0,7;1
535519;"GNS_DEF_60-79_0_0";"Pasaia";2;"Cabrilla";"Cabrilla";"CBR";"Cabrilla";"CBR";1,9;1
535519;"GNS_DEF_60-79_0_0";"Pasaia";2;"Fanecas spp";"Faneca comun";"BIB";"Faneca comun";"BIB";3,22;1
535519;"GNS_DEF_60-79_0_0";"Pasaia";2;"Lenguado";"Lenguado";"SOL";"Lenguado";"SOL";0,63;1
535519;"GNS_DEF_60-79_0_0";"Pasaia";2;"Pez de San Pedro";"Pez de San Pedro";"JOD";"Pez de San Pedro";"JOD";4,94;1
535519;"GNS_DEF_60-79_0_0";"Pasaia";2;"Rapes Lophius";"Rape blanco";"MON";"Rape blanco";"MON";5,46;1
535519;"GNS_DEF_60-79_0_0";"Pasaia";2;"Rascacios, Cabrachos (Scorpaena spp.)";"Cabracho";"RSE";"Cabracho";"RSE";1;1
535519;"GNS_DEF_60-79_0_0";"Pasaia";2;"Salmonete de roca";"Salmonete de roca";"MUR";"Salmonete de roca";"MUR";4,35;1
535519;"GNS_DEF_60-79_0_0";"Pasaia";2;"Salvario - Escorpion - Escarapote - Araña";"Salvario - Escorpion - Escarapote - Araña";"WEG";"Salvario - Escorpion - Escarapote - Araña";"WEG";5,1;1
535519;"GNS_DEF_60-79_0_0";"Pasaia";2;"Sargo";"Sargo";"SWA";"Sargo mojarra";"CTB";0,41;1
535519;"GNS_DEF_60-79_0_0";"Pasaia";2;"Verrugato de fango";"Verrugato de fango";"UCA";"Verrugato de fango";"UCA";1,21;1
535521;"GNS_DEF_60-79_0_0";"Pasaia";2;"Abadejo";"Abadejo";"POL";"Abadejo";"POL";1,1;1
535521;"GNS_DEF_60-79_0_0";"Pasaia";2;"Lenguado de arena";"Lenguado de arena";"SOS";"Lenguado de arena";"SOS";2,9;1
535521;"GNS_DEF_60-79_0_0";"Pasaia";2;"Rapes Lophius";"Rape blanco";"MON";"Rape blanco";"MON";1,44;1
535521;"GNS_DEF_60-79_0_0";"Pasaia";2;"Rascacios, Cabrachos (Scorpaena spp.)";"Cabracho";"RSE";"Cabracho";"RSE";2,4;1
535521;"GNS_DEF_60-79_0_0";"Pasaia";2;"Rascacios, Cabrachos (Scorpaena spp.)";"Cabracho";"RSE";"Rascacio";"BBS";8,69;1
535521;"GNS_DEF_60-79_0_0";"Pasaia";2;"Rayas spp";"Raya de clavos";"RJC";"Raya de clavos";"RJC";0,9;1
535521;"GNS_DEF_60-79_0_0";"Pasaia";2;"Salmonete de roca";"Salmonete de roca";"MUR";"Salmonete de roca";"MUR";0,2;1
535521;"GNS_DEF_60-79_0_0";"Pasaia";2;"Verrugato de fango";"Verrugato de fango";"UCA";"Verrugato de fango";"UCA";0,8;1
535526;"PS_SPF_0_0_0";"Ondarroa";2;"Salema - salpa";"Salema - salpa";"SLM";"Salema - salpa";"SLM";1341;1
535527;"PS_SPF_0_0_0";"Ondarroa";2;"Chicharro Blanco";"Chicharro Blanco";"HMM";"Chicharro Blanco";"HMM";293;1
535528;"PS_SPF_0_0_0";"Ondarroa";2;"Bonito Atlantico";"Bonito Atlantico";"BON";"Bonito Atlantico";"BON";15;1
535528;"PS_SPF_0_0_0";"Ondarroa";2;"Chicharro Blanco";"Chicharro Blanco";"HMM";"Chicharro Blanco";"HMM";1497;1
535528;"PS_SPF_0_0_0";"Ondarroa";2;"Chopa";"Chopa";"BRB";"Chopa";"BRB";8,557369812;1
535528;"PS_SPF_0_0_0";"Ondarroa";2;"Lisa - Corcon";"Lisa - Corcon";"MLR";"Lisa - Corcon";"MLR";10,66868828;1
535528;"PS_SPF_0_0_0";"Ondarroa";2;"Oblada - colanegra - Buzten Baltza";"Oblada - colanegra - Buzten Baltza";"SBS";"Oblada - colanegra - Buzten Baltza";"SBS";5,5;1
535528;"PS_SPF_0_0_0";"Ondarroa";2;"Salvario - Escorpion - Escarapote - Araña";"Salvario - Escorpion - Escarapote - Araña";"WEG";"Salvario - Escorpion - Escarapote - Araña";"WEG";9,7;1
535532;"PTB_MPD_>=55_0_0";"Ondarroa";2;"Chicharro Negro";"Chicharro Negro";"HOM";"Chicharro Negro";"HOM";18;1
535532;"PTB_MPD_>=55_0_0";"Ondarroa";2;"Fanecas spp";"Faneca comun";"GAD";"Faneca comun";"BIB";6,6;1
535532;"PTB_MPD_>=55_0_0";"Ondarroa";2;"Gallos - ollarra";"Gallos - ollarra";"LEZ";"Gallo boscii";"LDB";2,406134969;1
535532;"PTB_MPD_>=55_0_0";"Ondarroa";2;"Gallos - ollarra";"Gallos - ollarra";"LEZ";"Gallo whiffiagonis";"MEG";2,893865031;1
535532;"PTB_MPD_>=55_0_0";"Ondarroa";2;"Lirio - Bacaladilla";"Lirio - Bacaladilla";"WHB";"Lirio - Bacaladilla";"WHB";534;1
535532;"PTB_MPD_>=55_0_0";"Ondarroa";2;"Merluza europea";"Merluza europea";"HKE";"Merluza europea";"HKE";3615,071447397;1
535532;"PTB_MPD_>=55_0_0";"Ondarroa";2;"Peon - pez plata";"Peon - pez plata";"ARY";"Peon - pez plata";"ARY";14,8;1
535532;"PTB_MPD_>=55_0_0";"Ondarroa";2;"Pez de San Pedro";"Pez de San Pedro";"JOD";"Pez de San Pedro";"JOD";4,6;1
535532;"PTB_MPD_>=55_0_0";"Ondarroa";2;"Potas Ommastrephidae nep";"Potas Ommastrephidae nep";"OMM";"Pota costera";"TDQ";55,61237785;1
535532;"PTB_MPD_>=55_0_0";"Ondarroa";2;"Potas Ommastrephidae nep";"Potas Ommastrephidae nep";"OMM";"Pota voladora";"SQM";7,38762215;1
535534;"PTB_MPD_>=55_0_0";"Ondarroa";2;"Chicharro Negro";"Chicharro Negro";"HOM";"Chicharro Negro";"HOM";54;1
535534;"PTB_MPD_>=55_0_0";"Ondarroa";2;"Lirio - Bacaladilla";"Lirio - Bacaladilla";"WHB";"Lirio - Bacaladilla";"WHB";4050;1
535534;"PTB_MPD_>=55_0_0";"Ondarroa";2;"Merluza europea";"Merluza europea";"HKE";"Merluza europea";"HKE";2746,269035712;1
535534;"PTB_MPD_>=55_0_0";"Ondarroa";2;"Musola dentuda - musola estrellada";"Musola dentuda - musola estrellada";"SDS";"Musola dentuda - musola estrellada";"SDS";2,6224;1
535534;"PTB_MPD_>=55_0_0";"Ondarroa";2;"Peon - pez plata";"Peon - pez plata";"ARY";"Peon - pez plata";"ARY";6;1
535534;"PTB_MPD_>=55_0_0";"Ondarroa";2;"Pez de San Pedro";"Pez de San Pedro";"JOD";"Pez de San Pedro";"JOD";0,9;1
535575;"LTL_LPF_0_0_0";"Hondarribia";2;"Bonito del Norte";"Bonito del Norte";"ALB";"Bonito del Norte";"ALB";8486,5;1
535575;"LTL_LPF_0_0_0";"Hondarribia";2;"Patudo";"Patudo";"BET";"Patudo";"BET";115,5;1
535593;"LTL_LPF_0_0_0";"Bermeo";2;"Bonito del Norte";"Bonito del Norte";"ALB";"Bonito del Norte";"ALB";1514;1
535594;"PS_SPF_0_0_0";"Ondarroa";2;"Oblada - colanegra - Buzten Baltza";"Oblada - colanegra - Buzten Baltza";"SBS";"Oblada - colanegra - Buzten Baltza";"SBS";2286;1
535594;"PS_SPF_0_0_0";"Ondarroa";2;"Sardina";"Sardina";"PIL";"Sardina";"PIL";1464;1
535595;"PS_SPF_0_0_0";"Ondarroa";2;"Bonito Atlantico";"Bonito Atlantico";"BON";"Bonito Atlantico";"BON";200,6;1
535595;"PS_SPF_0_0_0";"Ondarroa";2;"Chicharro Blanco";"Chicharro Blanco";"HMM";"Chicharro Blanco";"HMM";2736,6;1
535595;"PS_SPF_0_0_0";"Ondarroa";2;"Estornino del Atlantico";"Estornino del Atlantico";"VMA";"Estornino del Atlantico";"VMA";260;1
535595;"PS_SPF_0_0_0";"Ondarroa";2;"Oblada - colanegra - Buzten Baltza";"Oblada - colanegra - Buzten Baltza";"SBS";"Oblada - colanegra - Buzten Baltza";"SBS";70,9;1
535612;"GNS_DEF_60-79_0_0";"Pasaia";2;"Merluza europea";"Merluza europea";"HKE";"Merluza europea";"HKE";18,18;1
535612;"GNS_DEF_60-79_0_0";"Pasaia";2;"Rapes Lophius";"Rape blanco";"MON";"Rape blanco";"MON";1,2;1
535612;"GNS_DEF_60-79_0_0";"Pasaia";2;"Salmonete de roca";"Salmonete de roca";"MUR";"Salmonete de roca";"MUR";0,24;1
535612;"GNS_DEF_60-79_0_0";"Pasaia";2;"Salvario - Escorpion - Escarapote - Araña";"Salvario - Escorpion - Escarapote - Araña";"WEG";"Salvario - Escorpion - Escarapote - Araña";"WEG";6,3;1
535613;"GNS_DEF_60-79_0_0";"Pasaia";2;"Breca";"Breca";"PAC";"Aligote";"SBA";0,24;1
535613;"GNS_DEF_60-79_0_0";"Pasaia";2;"Breca";"Breca";"PAC";"Breca";"PAC";2,57;1
535613;"GNS_DEF_60-79_0_0";"Pasaia";2;"Cabrilla";"Cabrilla";"CBR";"Cabrilla";"CBR";2,5;1
535613;"GNS_DEF_60-79_0_0";"Pasaia";2;"Chicharro Blanco";"Chicharro Blanco";"HMM";"Chicharro Blanco";"HMM";3,1;1
535613;"GNS_DEF_60-79_0_0";"Pasaia";2;"Fanecas spp";"Faneca comun";"BIB";"Faneca comun";"BIB";10,71;1
535613;"GNS_DEF_60-79_0_0";"Pasaia";2;"Merluza europea";"Merluza europea";"HKE";"Merluza europea";"HKE";1,37;1
535613;"GNS_DEF_60-79_0_0";"Pasaia";2;"Rascacios, Cabrachos (Scorpaena spp.)";"Cabracho";"RSE";"Escorpora - obispo";"SNQ";2,7;1
535613;"GNS_DEF_60-79_0_0";"Pasaia";2;"Rascacios, Cabrachos (Scorpaena spp.)";"Cabracho";"RSE";"Rascacio";"BBS";1,25;1
535613;"GNS_DEF_60-79_0_0";"Pasaia";2;"Salmonete de roca";"Salmonete de roca";"MUR";"Salmonete de roca";"MUR";6,86;1
535613;"GNS_DEF_60-79_0_0";"Pasaia";2;"Salvario - Escorpion - Escarapote - Araña";"Salvario - Escorpion - Escarapote - Araña";"WEG";"Salvario - Escorpion - Escarapote - Araña";"WEG";1,2;1
535613;"GNS_DEF_60-79_0_0";"Pasaia";2;"Verrugato de fango";"Verrugato de fango";"UCA";"Verrugato de fango";"UCA";7,3;1
535615;"LLS_DEF_0_0_0";"Pasaia";2;"Aligote";"Aligote";"SBA";"Aligote";"SBA";1,9;1
535615;"LLS_DEF_0_0_0";"Pasaia";2;"Chopa";"Chopa";"BRB";"Breca";"PAC";4,43;1
535615;"LLS_DEF_0_0_0";"Pasaia";2;"Fanecas spp";"Faneca comun";"BIB";"Faneca comun";"BIB";9,89;1
535615;"LLS_DEF_0_0_0";"Pasaia";2;"Rascacios, Cabrachos (Scorpaena spp.)";"Cabracho";"RSE";"Cabracho";"RSE";0,30375;1
535615;"LLS_DEF_0_0_0";"Pasaia";2;"Rascacios, Cabrachos (Scorpaena spp.)";"Cabracho";"RSE";"Escorpora - obispo";"SNQ";1,4;1
535615;"LLS_DEF_0_0_0";"Pasaia";2;"Rascacios, Cabrachos (Scorpaena spp.)";"Cabracho";"RSE";"Rascacio";"BBS";0,59625;1
535615;"LLS_DEF_0_0_0";"Pasaia";2;"Salmonete de roca";"Salmonete de roca";"MUR";"Salmonete de roca";"MUR";9,59;1
535615;"LLS_DEF_0_0_0";"Pasaia";2;"Salvario - Escorpion - Escarapote - Araña";"Salvario - Escorpion - Escarapote - Araña";"WEG";"Salvario - Escorpion - Escarapote - Araña";"WEG";4,3;1
535615;"LLS_DEF_0_0_0";"Pasaia";2;"Sargo";"Sargo";"SWA";"Sargo mojarra";"CTB";0,46;1
535615;"LLS_DEF_0_0_0";"Pasaia";2;"Verrugato de fango";"Verrugato de fango";"UCA";"Verrugato de fango";"UCA";3,6;1
535642;"OTB_DEF_>=70_0_0";"Ondarroa";2;"Brotola de fango (Phycis blennoides)";"Brotola de fango (Phycis blennoides)";"GFB";"Brotola de fango (Phycis blennoides)";"GFB";1093,07;1
535642;"OTB_DEF_>=70_0_0";"Ondarroa";2;"Cabra (Helicolenus dactylopterus)";"Cabra (Helicolenus dactylopterus)";"BRF";"Cabra (Helicolenus dactylopterus)";"BRF";347,5;1
535642;"OTB_DEF_>=70_0_0";"Ondarroa";2;"Gallos - ollarra";"Gallos - ollarra";"LEZ";"Gallo whiffiagonis";"MEG";4399,848;1
535642;"OTB_DEF_>=70_0_0";"Ondarroa";2;"Mendo";"Mendo";"WIT";"Mendo";"WIT";781,515;1
535642;"OTB_DEF_>=70_0_0";"Ondarroa";2;"Merluza europea";"Merluza europea";"HKE";"Merluza europea";"HKE";1639,94166624;1
535642;"OTB_DEF_>=70_0_0";"Ondarroa";2;"Rapes Lophius";"Rape blanco";"MON";"Rape blanco";"MON";7056,96127909;1
535642;"OTB_DEF_>=70_0_0";"Ondarroa";2;"Rapes Lophius";"Rape negro";"ANK";"Rape negro";"ANK";699,63695728;1
535665;"LTL_LPF_0_0_0";"Bermeo";2;"Bonito del Norte";"Bonito del Norte";"ALB";"Bonito del Norte";"ALB";3923,77179333;1
535666;"LTL_LPF_0_0_0";"Bermeo";2;"Bonito del Norte";"Bonito del Norte";"ALB";"Bonito del Norte";"ALB";3704;1
535666;"LTL_LPF_0_0_0";"Bermeo";2;"Listado";"Listado";"SKJ";"Listado";"SKJ";4,164207419;1
535666;"LTL_LPF_0_0_0";"Bermeo";2;"Patudo";"Patudo";"BET";"Patudo";"BET";30;1
535667;"LTL_LPF_0_0_0";"Bermeo";2;"Bonito del Norte";"Bonito del Norte";"ALB";"Bonito del Norte";"ALB";2566;1
535687;"LTL_LPF_0_0_0";"Pasaia";2;"Bonito del Norte";"Bonito del Norte";"ALB";"Bonito del Norte";"ALB";1764;1
535689;"LTL_LPF_0_0_0";"Pasaia";2;"Bonito del Norte";"Bonito del Norte";"ALB";"Bonito del Norte";"ALB";1859;1
535691;"LTL_LPF_0_0_0";"Pasaia";2;"Bonito del Norte";"Bonito del Norte";"ALB";"Bonito del Norte";"ALB";2524;1
535717;"LHP_LPF_0_0_0";"Ondarroa";2;"Bonito del Norte";"Bonito del Norte";"ALB";"Bonito del Norte";"ALB";6694;1
535718;"LTL_LPF_0_0_0";"Ondarroa";2;"Bonito del Norte";"Bonito del Norte";"ALB";"Bonito del Norte";"ALB";920;1
535718;"LTL_LPF_0_0_0";"Ondarroa";2;"Patudo";"Patudo";"BET";"Patudo";"BET";17,97830943;1
535719;"LHP_LPF_0_0_0";"Ondarroa";2;"Bonito del Norte";"Bonito del Norte";"ALB";"Bonito del Norte";"ALB";2823,40647601;1
535720;"LTL_LPF_0_0_0";"Ondarroa";2;"Bonito del Norte";"Bonito del Norte";"ALB";"Bonito del Norte";"ALB";2306;1
535727;"LHP_LPF_0_0_0";"Getaria";2;"Bonito del Norte";"Bonito del Norte";"ALB";"Bonito del Norte";"ALB";8475,5;1
535728;"LTL_LPF_0_0_0";"Ondarroa";2;"Bonito del Norte";"Bonito del Norte";"ALB";"Bonito del Norte";"ALB";2842;1
535729;"LTL_LPF_0_0_0";"Ondarroa";2;"Bonito del Norte";"Bonito del Norte";"ALB";"Bonito del Norte";"ALB";2810;1
535733;"PS_SPF_0_0_0";"Ondarroa";2;"Bonito Atlantico";"Bonito Atlantico";"BON";"Bonito Atlantico";"BON";260,2;1
535733;"PS_SPF_0_0_0";"Ondarroa";2;"Chicharro Blanco";"Chicharro Blanco";"HMM";"Chicharro Blanco";"HMM";291,1;1
535733;"PS_SPF_0_0_0";"Ondarroa";2;"Estornino del Atlantico";"Estornino del Atlantico";"VMA";"Estornino del Atlantico";"VMA";94,6;1
535733;"PS_SPF_0_0_0";"Ondarroa";2;"Oblada - colanegra - Buzten Baltza";"Oblada - colanegra - Buzten Baltza";"SBS";"Oblada - colanegra - Buzten Baltza";"SBS";55,5;1
535775;"LHP_LPF_0_0_0";"Getaria";2;"Bonito del Norte";"Bonito del Norte";"ALB";"Bonito del Norte";"ALB";6237,06947961;1
535776;"LHP_LPF_0_0_0";"Getaria";2;"Bonito del Norte";"Bonito del Norte";"ALB";"Bonito del Norte";"ALB";4761;1
535776;"LHP_LPF_0_0_0";"Getaria";2;"Patudo";"Patudo";"BET";"Patudo";"BET";91;1
535797;"GNS_DEF_60-79_0_0";"Lekeitio";2;"Bonito Atlantico";"Bonito Atlantico";"BON";"Bonito Atlantico";"BON";3;1
535797;"GNS_DEF_60-79_0_0";"Lekeitio";2;"Fanecas spp";"Faneca comun";"BIB";"Faneca comun";"BIB";3,685;1
535797;"GNS_DEF_60-79_0_0";"Lekeitio";2;"Gallos - ollarra";"Gallo whiffiagonis";"MEG";"Gallo whiffiagonis";"MEG";0,477;1
535797;"GNS_DEF_60-79_0_0";"Lekeitio";2;"Lenguado";"Lenguado";"SOL";"Lenguado";"SOL";6,0585;1
535797;"GNS_DEF_60-79_0_0";"Lekeitio";2;"Rapes Lophius";"Rape blanco";"MON";"Rape blanco";"MON";39,6;1
535797;"GNS_DEF_60-79_0_0";"Lekeitio";2;"Rapes Lophius";"Rape negro";"ANK";"Rape negro";"ANK";6,96;1
535797;"GNS_DEF_60-79_0_0";"Lekeitio";2;"Remol - Corujo";"Remol - Corujo";"BLL";"Remol - Corujo";"BLL";1,575;1
